Age,Gender,Income,Marital_Status,Education,Occupation,Claim_Amount
26.0,Female,27675.0,Single,PhD,Teacher,51783.0
71.0,Female,190208.0,Single,Master's,Waiter,9004.0
79.0,Female,195361.0,Single,Master's,CEO,3589.0
46.0,Female,240576.0,Single,Bachelor's,Waiter,4611.0
71.0,Female,190208.0,Single,Master's,Waiter,9004.0
45.0,Male,182197.0,Single,PhD,Teacher,3723.0
25.0,Female,32558.0,Single,Master's,Waiter,3485.0
63.0,Male,404427.9082545613,Married,Bachelor's,Waiter,4098.0
70.0,Male,268420.0,Single,Master's,CEO,2125.0
49.0,Male,404427.9082545613,Married,Master's,CEO,4800.0
43.0,Male,146871.0,Single,Master's,CEO,7159.0
77.0,Female,404427.9082545613,Married,PhD,CEO,9920.0
34.0,Female,118634.0,Married,PhD,Teacher,3282.0
63.0,Male,232001.0,Single,Bachelor's,Engineer,8386.0
64.0,Female,180230.0,Married,Bachelor's,CEO,5024.0
58.0,Female,251682.0,Married,PhD,CEO,7479.0
41.0,Female,404427.9082545613,Single,Master's,CEO,9998.0
49.0,Male,404427.9082545613,Single,Bachelor's,CEO,5159.0
30.0,Female,145649.0,Single,PhD,Teacher,2807.0
44.0,Female,36686.0,Married,Master's,Engineer,4848.0
79.0,Female,52614.0,Married,PhD,Engineer,3594.0
21.0,Female,132601.0,Single,Master's,Engineer,4889.0
36.0,Female,275965.0,Married,Bachelor's,CEO,4429.0
20.0,Female,144673.0,Single,Bachelor's,CEO,1373.0
78.0,Male,225875.0,Married,Master's,Teacher,70283.0
46.0,Male,60418.0,Single,PhD,Engineer,6093.0
78.0,Female,269444.0,Single,PhD,CEO,9499.0
50.0,Female,293477.0,Married,Bachelor's,CEO,1035.0
44.0,Female,147797.0,Single,Bachelor's,CEO,6979.0
63.0,Female,27174.0,Married,PhD,Waiter,2768.0
36.0,Female,239299.0,Married,Bachelor's,CEO,5610.0
52.0,Female,404427.9082545613,Single,Bachelor's,Teacher,5130.0
76.0,Female,112459.0,Single,Bachelor's,CEO,8386.0
76.0,Female,45355.0,Single,Bachelor's,CEO,9348.0
61.0,Female,279461.0,Single,PhD,CEO,5972.0
20.0,Female,62379.0,Single,Master's,CEO,4419.0
71.0,Female,173772.0,Married,Bachelor's,Waiter,26941.0
35.0,Female,297038.0,Married,Bachelor's,Engineer,4060.0
36.0,Female,9738.0,Single,PhD,Engineer,5539.0
30.0,Female,170023.0,Married,PhD,Doctor,8540.0
70.0,Female,87638.0,Married,Bachelor's,CEO,9757.0
36.0,Male,192704.0,Single,Bachelor's,Doctor,74389.0
55.0,Female,21961.0,Single,PhD,Engineer,9006.0
59.0,Male,49996.0,Single,PhD,Waiter,6668.0
70.0,Male,22916.0,Single,Bachelor's,Doctor,7093.0
77.0,Male,244828.0,Married,Bachelor's,CEO,8590.0
28.0,Female,228052.0,Married,Bachelor's,CEO,1776.0
46.0,Female,139637.0,Single,Bachelor's,CEO,8485.0
45.0,Male,187301.0,Single,Master's,CEO,6753.0
35.0,Male,84172.0,Married,Bachelor's,CEO,58440.0
27.0,Male,196068.0,Single,Master's,Engineer,77321.0
68.0,Female,46829.0,Married,PhD,Teacher,8154.0
48.0,Female,85676.0,Married,Bachelor's,CEO,7780.0
77.0,Female,37513.0,Married,PhD,CEO,9282.0
79.0,Male,176229.0,Married,PhD,CEO,8744.0
32.0,Female,186953.0,Single,PhD,Waiter,30743.0
55.0,Male,246139.0,Married,PhD,Engineer,38285.0
56.0,Male,11406.0,Single,Master's,Doctor,387.0
71.0,Female,43286.0,Single,Bachelor's,Doctor,1311.0
29.0,Male,237090.0,Single,Master's,CEO,3409.0
50.0,Female,103528.0,Married,PhD,CEO,5340.0
76.0,Female,404427.9082545613,Married,Master's,Engineer,95178.0
66.0,Female,21647.0,Single,Master's,Doctor,2441.0
57.0,Female,179670.0,Single,Master's,Doctor,9753.0
67.0,Female,62587.0,Married,Bachelor's,Doctor,59821.0
43.0,Female,196732.0,Married,PhD,CEO,3804.0
32.0,Female,235990.0,Single,PhD,CEO,7693.0
64.0,Male,36232.0,Single,Master's,CEO,2756.0
71.0,Female,285974.0,Married,Bachelor's,CEO,95432.0
79.0,Female,52614.0,Married,PhD,Engineer,3594.0
74.0,Female,226835.0,Married,PhD,Doctor,25034.0
102.42154354562416,Female,138610.0,Married,Master's,CEO,5740.0
73.0,Female,216091.0,Single,Bachelor's,CEO,3860.0
36.0,Male,55764.0,Married,Master's,Waiter,278.0
58.0,Female,19494.0,Married,Master's,Engineer,5839.0
36.0,Female,48429.0,Single,Bachelor's,Doctor,6581.0
69.0,Male,220019.0,Single,PhD,CEO,1514.0
18.0,Female,138558.0,Single,PhD,CEO,8540.0
61.0,Male,171769.0,Single,Bachelor's,CEO,6002.0
61.0,Female,105204.0,Single,Master's,CEO,9431.0
23.0,Female,290929.0,Married,PhD,CEO,7112.0
22.0,Female,111209.0,Single,Master's,Teacher,3969.0
75.0,Female,260267.0,Single,Bachelor's,CEO,8124.0
50.0,Female,267294.0,Single,Bachelor's,Doctor,47467.0
63.0,Female,290619.0,Single,PhD,Engineer,48148.0
48.0,Female,144144.0,Single,PhD,Waiter,5840.0
63.0,Female,68718.0,Single,PhD,CEO,6233.0
42.0,Female,192519.0,Married,PhD,Teacher,8249.0
79.0,Male,121758.0,Single,Master's,Engineer,8002.0
70.0,Male,89611.0,Single,PhD,Doctor,4689.0
27.0,Female,291004.0,Married,Master's,Teacher,1890.0
61.0,Female,267352.0,Single,PhD,CEO,3859.0
23.0,Female,65341.0,Married,Master's,CEO,7355.0
31.0,Male,135068.0,Married,Master's,Waiter,50858.0
56.0,Female,183916.0,Married,Bachelor's,CEO,4374.0
78.0,Female,41212.0,Married,PhD,CEO,1594.0
24.0,Male,244574.0,Single,PhD,Engineer,17552.0
79.0,Male,34708.0,Married,Bachelor's,Teacher,4790.0
19.0,Female,227459.0,Single,Master's,Engineer,8510.0
40.0,Female,32271.0,Single,PhD,CEO,2801.0
54.0,Male,140684.0,Single,PhD,Engineer,3096.0
42.0,Male,42459.0,Single,Master's,Waiter,5899.0
37.0,Male,239397.0,Married,Bachelor's,Waiter,8421.0
58.0,Female,39800.0,Married,Bachelor's,Teacher,5624.0
36.0,Male,56660.0,Married,PhD,Engineer,40985.0
44.0,Male,214934.0,Single,Bachelor's,Waiter,37514.0
70.0,Female,245641.0,Single,Master's,CEO,5780.0
79.0,Female,26879.0,Married,Bachelor's,CEO,9748.0
18.0,Female,28728.0,Single,Bachelor's,Engineer,3523.0
72.0,Female,168204.0,Single,PhD,CEO,7566.0
30.0,Male,143050.0,Married,Master's,CEO,9108.0
75.0,Female,130930.0,Single,Master's,CEO,3488.0
65.0,Male,229904.0,Single,Master's,CEO,4623.0
47.0,Female,404427.9082545613,Single,Master's,CEO,2551.0
73.0,Female,185334.0,Single,PhD,Waiter,49930.0
72.0,Male,34116.0,Single,PhD,CEO,2167.0
37.0,Female,11511.0,Single,Bachelor's,Teacher,2604.0
79.0,Female,135720.0,Single,PhD,CEO,5568.0
78.0,Female,269711.0,Single,Master's,Doctor,2127.0
72.0,Female,94929.0,Single,Master's,Waiter,23734.0
42.0,Female,152713.0,Married,PhD,CEO,2284.0
63.0,Female,277767.0,Single,Bachelor's,Waiter,50142.0
74.0,Female,253487.0,Single,Master's,CEO,3639.0
21.0,Female,41053.0,Single,Master's,CEO,6859.0
42.0,Female,204770.0,Single,PhD,Teacher,29701.0
58.0,Female,250149.0,Single,Master's,CEO,7651.0
30.0,Female,145649.0,Single,PhD,Teacher,2807.0
33.0,Female,242327.0,Married,Bachelor's,CEO,7746.0
79.0,Female,404427.9082545613,Single,PhD,CEO,4127.0
66.0,Male,40827.0,Single,Master's,Waiter,8424.0
42.0,Female,58734.0,Single,Bachelor's,CEO,5606.0
73.0,Female,101798.0,Single,PhD,CEO,5404.0
64.0,Female,125707.0,Married,Master's,CEO,1791.0
40.0,Female,253012.0,Single,Master's,Doctor,53938.0
41.0,Female,258621.0,Single,PhD,Engineer,6616.0
44.0,Female,102528.0,Single,Master's,Engineer,3033.0
24.0,Female,253384.0,Single,PhD,CEO,9219.0
61.0,Female,226985.0,Single,Bachelor's,Teacher,64147.0
102.42154354562416,Female,82715.0,Married,Bachelor's,CEO,6896.0
59.0,Female,82443.0,Married,Bachelor's,CEO,3446.0
19.0,Female,184273.0,Married,Master's,CEO,7348.0
36.0,Male,192704.0,Single,Bachelor's,Doctor,74389.0
75.0,Male,178535.0,Married,Master's,Engineer,41115.0
40.0,Male,94945.0,Single,Master's,CEO,6332.0
45.0,Male,142391.0,Married,PhD,Engineer,87528.0
45.0,Female,30793.0,Married,Master's,Teacher,1230.0
71.0,Female,190208.0,Single,Master's,Waiter,9004.0
20.0,Female,42477.0,Single,Bachelor's,CEO,3049.0
64.0,Male,404427.9082545613,Married,PhD,CEO,5585.0
60.0,Male,32344.0,Single,Bachelor's,CEO,2582.0
63.0,Female,290619.0,Single,PhD,Engineer,48148.0
36.0,Female,208190.0,Single,Bachelor's,CEO,8981.0
79.0,Male,194263.0,Single,Bachelor's,Doctor,72165.0
63.0,Female,74501.0,Single,Bachelor's,CEO,8948.0
63.0,Female,24822.0,Married,Master's,CEO,9695.0
35.0,Female,263078.0,Married,PhD,CEO,5828.0
40.0,Male,88686.0,Married,PhD,CEO,9640.0
27.0,Female,226336.0,Married,Master's,CEO,5928.0
50.0,Male,193314.0,Married,Bachelor's,Teacher,81716.0
42.0,Male,26484.0,Single,Bachelor's,CEO,9800.0
51.0,Female,134415.0,Single,Master's,Teacher,67660.0
67.0,Female,39469.0,Single,PhD,Teacher,2061.0
70.0,Female,115669.0,Married,PhD,CEO,4985.0
26.0,Female,156092.0,Single,PhD,Engineer,56230.0
35.0,Female,192783.0,Married,PhD,CEO,3019.0
23.0,Male,243628.0,Married,Bachelor's,Doctor,5311.0
47.0,Male,278678.0,Single,Master's,CEO,9240.0
63.0,Female,192707.0,Single,Bachelor's,Engineer,95818.0
65.0,Male,279321.0,Married,Master's,Teacher,76664.0
24.0,Male,244574.0,Single,PhD,Engineer,17552.0
78.0,Female,269711.0,Single,Master's,Doctor,2127.0
58.0,Male,7628.0,Single,Master's,Doctor,3271.0
102.42154354562416,Male,220229.0,Single,PhD,CEO,7142.0
102.42154354562416,Female,197622.0,Single,PhD,CEO,6398.0
41.0,Female,25762.0,Married,Master's,Teacher,7695.0
19.0,Female,227459.0,Single,Master's,Engineer,8510.0
44.0,Male,214444.0,Married,PhD,CEO,3397.0
63.0,Female,290619.0,Single,PhD,Engineer,48148.0
102.42154354562416,Female,40269.0,Married,PhD,Waiter,6163.0
75.0,Female,43008.0,Single,PhD,Teacher,3818.0
71.0,Female,190208.0,Single,Master's,Waiter,9004.0
32.0,Male,294810.0,Married,PhD,Teacher,9858.0
45.0,Female,10410.0,Single,Bachelor's,Teacher,9780.0
45.0,Female,53391.0,Married,Bachelor's,Teacher,4944.0
66.0,Female,198971.0,Single,Master's,Waiter,78329.0
36.0,Female,9738.0,Single,PhD,Engineer,5539.0
45.0,Male,404427.9082545613,Married,Bachelor's,CEO,7858.0
37.0,Female,121951.0,Married,Master's,CEO,1529.0
37.0,Female,166025.0,Single,Master's,CEO,1672.0
78.0,Female,53630.0,Single,Master's,Doctor,63139.0
75.0,Female,271411.0,Single,Master's,Waiter,66581.0
66.0,Female,83182.0,Married,Master's,Engineer,3081.0
65.0,Female,81319.0,Single,Bachelor's,CEO,8825.0
33.0,Male,44726.0,Single,Bachelor's,Doctor,79921.0
60.0,Female,404427.9082545613,Single,Master's,Waiter,1635.0
51.0,Male,79622.0,Married,Bachelor's,CEO,7251.0
102.42154354562416,Female,73190.0,Single,PhD,CEO,6981.0
102.42154354562416,Male,31736.0,Married,Master's,Engineer,9738.0
60.0,Female,170819.0,Married,PhD,Waiter,3238.0
23.0,Male,10834.0,Married,Master's,Waiter,123.0
56.0,Female,47403.0,Single,PhD,Teacher,5490.0
26.0,Female,27675.0,Single,PhD,Teacher,51783.0
40.0,Female,79154.0,Single,Master's,CEO,7289.0
22.0,Female,76091.0,Married,Master's,Waiter,5028.0
33.0,Female,107804.0,Single,Master's,CEO,9580.0
47.0,Male,93821.0,Single,PhD,CEO,2923.0
72.0,Female,44036.0,Single,Master's,Engineer,4728.0
38.0,Female,214835.0,Married,PhD,CEO,4108.0
73.0,Female,12686.0,Single,Bachelor's,Doctor,2757.0
47.0,Male,187993.0,Single,PhD,Engineer,4377.0
19.0,Male,404427.9082545613,Married,PhD,CEO,6762.0
44.0,Male,214934.0,Single,Bachelor's,Waiter,37514.0
30.0,Male,37358.0,Single,Master's,CEO,3689.0
30.0,Female,208617.0,Single,Master's,CEO,7365.0
53.0,Female,184485.0,Single,Bachelor's,Teacher,92628.0
34.0,Female,157840.0,Single,PhD,CEO,9534.0
77.0,Female,281624.0,Single,Bachelor's,CEO,1381.0
65.0,Female,183948.0,Single,PhD,CEO,5759.0
34.0,Female,201463.0,Single,Master's,Engineer,3346.0
42.0,Male,95762.0,Married,PhD,Engineer,45332.0
51.0,Female,43313.0,Single,PhD,Teacher,4666.0
44.0,Female,237299.0,Married,PhD,CEO,9786.0
65.0,Male,47071.0,Married,Bachelor's,Teacher,8191.0
51.0,Female,268757.0,Married,Master's,Engineer,42379.0
53.0,Male,145315.0,Married,PhD,Teacher,5619.0
33.0,Male,11354.0,Single,Bachelor's,Engineer,2418.0
32.0,Male,294810.0,Married,PhD,Teacher,9858.0
63.0,Male,404427.9082545613,Single,Master's,CEO,6440.0
37.0,Female,11863.0,Married,Bachelor's,Waiter,8074.0
48.0,Female,56724.0,Married,PhD,CEO,5784.0
27.0,Female,248185.0,Married,Master's,Teacher,41451.0
102.42154354562416,Male,190034.0,Single,Bachelor's,CEO,3064.0
65.0,Female,69673.0,Married,Master's,CEO,8620.0
66.0,Male,31971.0,Single,Master's,Waiter,9317.0
67.0,Female,283838.0,Married,Master's,Waiter,1456.0
47.0,Female,239689.0,Married,PhD,CEO,5679.0
102.42154354562416,Female,287374.0,Single,PhD,CEO,1137.0
78.0,Male,98717.0,Married,Master's,CEO,7515.0
76.0,Female,144768.0,Single,Bachelor's,Engineer,33138.0
36.0,Female,22846.0,Single,Bachelor's,Teacher,4447.0
26.0,Female,27675.0,Single,PhD,Teacher,51783.0
73.0,Female,135695.0,Married,Master's,Teacher,9881.0
41.0,Male,77728.0,Single,PhD,Engineer,1919.0
65.0,Female,152878.0,Single,Bachelor's,CEO,7681.0
55.0,Female,33030.0,Single,PhD,CEO,8080.0
62.0,Female,157488.0,Married,Bachelor's,CEO,1748.0
43.0,Male,256593.0,Married,PhD,Engineer,92704.0
42.0,Female,220260.0,Married,PhD,Waiter,401.0
62.0,Female,12355.0,Single,Bachelor's,Waiter,3482.0
60.0,Female,95161.0,Single,Bachelor's,CEO,7626.0
67.0,Female,176399.0,Single,Bachelor's,Waiter,7157.0
66.0,Female,75995.0,Married,Bachelor's,CEO,4915.0
64.0,Female,76301.0,Married,Bachelor's,Engineer,4075.0
102.42154354562416,Female,221442.0,Married,Master's,CEO,4895.0
65.0,Female,183948.0,Single,PhD,CEO,5759.0
25.0,Male,40064.0,Married,Master's,Doctor,8936.0
49.0,Male,292145.0,Married,Bachelor's,Engineer,1341.0
20.0,Female,144673.0,Single,Bachelor's,CEO,1373.0
73.0,Female,26403.0,Single,Master's,Engineer,1487.0
59.0,Female,43696.0,Married,Bachelor's,Engineer,5255.0
32.0,Male,294810.0,Married,PhD,Teacher,9858.0
33.0,Male,140273.0,Single,Master's,CEO,3970.0
18.0,Female,148226.0,Single,Bachelor's,CEO,2452.0
40.0,Female,58373.0,Single,Bachelor's,Waiter,89492.0
79.0,Male,173015.0,Married,Bachelor's,Engineer,10679.0
54.0,Male,23470.0,Single,Master's,Teacher,1146.0
40.0,Female,297558.0,Single,PhD,Teacher,9909.0
61.0,Male,178797.0,Single,Master's,Engineer,4042.0
30.0,Male,37358.0,Single,Master's,CEO,3689.0
50.0,Female,260261.0,Single,Bachelor's,Teacher,8743.0
20.0,Female,108114.0,Single,Master's,CEO,6860.0
38.0,Female,26441.0,Single,Bachelor's,Doctor,5759.0
102.42154354562416,Female,44603.0,Single,PhD,CEO,6786.0
19.0,Male,404427.9082545613,Married,Bachelor's,Waiter,24913.0
56.0,Male,254797.0,Married,Bachelor's,CEO,6510.0
74.0,Male,124452.0,Single,PhD,Engineer,9031.0
41.0,Male,127678.0,Single,PhD,CEO,4338.0
32.0,Female,210754.0,Married,Master's,Engineer,58231.0
50.0,Female,51470.0,Married,PhD,Engineer,63209.0
44.0,Female,102528.0,Single,Master's,Engineer,3033.0
56.0,Female,211864.0,Single,Bachelor's,CEO,3910.0
44.0,Female,264007.0,Single,Master's,CEO,7175.0
74.0,Male,124452.0,Single,PhD,Engineer,9031.0
27.0,Female,49809.0,Single,Bachelor's,CEO,6701.0
19.0,Male,404427.9082545613,Married,PhD,CEO,9231.0
22.0,Female,152735.0,Married,PhD,CEO,7642.0
57.0,Female,35349.0,Married,PhD,Doctor,4416.0
38.0,Male,69014.0,Single,Bachelor's,CEO,2013.0
45.0,Female,209022.0,Single,Master's,Doctor,9623.0
22.0,Female,168357.0,Single,PhD,CEO,6635.0
47.0,Female,143144.0,Single,PhD,Teacher,1673.0
40.0,Male,8521.0,Single,Master's,Engineer,6508.0
32.0,Female,23564.0,Single,Bachelor's,Teacher,3626.0
43.0,Female,48768.0,Single,Master's,CEO,3550.0
79.0,Female,248970.0,Single,Bachelor's,CEO,7955.0
47.0,Male,115821.0,Single,PhD,Engineer,12334.0
64.0,Male,174646.0,Married,PhD,CEO,9136.0
25.0,Female,73139.0,Single,Master's,CEO,8875.0
61.0,Male,245296.0,Married,PhD,CEO,2218.0
65.0,Male,119455.0,Married,PhD,Doctor,50551.0
31.0,Male,273675.0,Single,Master's,Engineer,1432.0
60.0,Female,111274.0,Married,PhD,CEO,7374.0
76.0,Male,282225.0,Single,Bachelor's,CEO,6938.0
20.0,Male,107838.0,Single,Bachelor's,CEO,7845.0
40.0,Female,65073.0,Single,Bachelor's,Waiter,5240.0
25.0,Male,31203.0,Single,PhD,Teacher,9512.0
57.0,Female,274286.0,Single,Master's,Engineer,51790.0
56.0,Female,21784.0,Married,PhD,CEO,8633.0
57.0,Female,28391.0,Married,Master's,Engineer,47047.0
56.0,Female,47403.0,Single,PhD,Teacher,5490.0
51.0,Male,215947.0,Married,Master's,CEO,7915.0
31.0,Female,41147.0,Single,Bachelor's,Engineer,8204.0
68.0,Female,116224.0,Single,Master's,Engineer,7626.0
57.0,Female,170506.0,Single,Bachelor's,CEO,8605.0
50.0,Female,260261.0,Single,Bachelor's,Teacher,8743.0
78.0,Female,17424.0,Married,PhD,Waiter,2487.0
52.0,Female,40544.0,Married,Master's,Doctor,80690.0
34.0,Female,404427.9082545613,Single,Master's,Teacher,94167.0
53.0,Female,48894.0,Single,Bachelor's,CEO,6514.0
102.42154354562416,Female,113880.0,Single,Master's,Doctor,60776.0
77.0,Female,203436.0,Single,Master's,Teacher,62990.0
39.0,Female,404427.9082545613,Married,PhD,Teacher,8127.0
49.0,Male,404427.9082545613,Married,PhD,CEO,3097.0
78.0,Female,269711.0,Single,Master's,Doctor,2127.0
77.0,Female,139026.0,Single,Bachelor's,CEO,2265.0
68.0,Female,78344.0,Single,Bachelor's,Waiter,5646.0
66.0,Female,91840.0,Single,Master's,CEO,6743.0
43.0,Female,192725.0,Single,PhD,Waiter,1780.0
55.0,Female,209323.0,Single,PhD,CEO,4182.0
26.0,Male,78802.0,Single,Master's,CEO,9748.0
76.0,Female,144768.0,Single,Bachelor's,Engineer,33138.0
23.0,Female,183099.0,Married,PhD,Doctor,5314.0
53.0,Male,207530.0,Single,Bachelor's,Engineer,66966.0
25.0,Male,223910.0,Married,PhD,Engineer,3506.0
57.0,Female,179670.0,Single,Master's,Doctor,9753.0
39.0,Male,245526.0,Single,Bachelor's,CEO,8236.0
60.0,Female,144959.0,Single,Bachelor's,Waiter,70144.0
72.0,Male,278015.0,Single,Bachelor's,CEO,7664.0
39.0,Female,153777.0,Married,PhD,CEO,8779.0
54.0,Male,240142.0,Single,PhD,Waiter,8643.0
25.0,Female,32558.0,Single,Master's,Waiter,3485.0
70.0,Male,105404.0,Single,Master's,CEO,7898.0
69.0,Female,282695.0,Single,Master's,CEO,5055.0
32.0,Female,185982.0,Married,Bachelor's,Engineer,14836.0
51.0,Male,175785.0,Single,Master's,CEO,5634.0
76.0,Female,283034.0,Married,Master's,CEO,6167.0
26.0,Female,91221.0,Married,Master's,CEO,5849.0
64.0,Male,44408.0,Single,Master's,CEO,8749.0
50.0,Female,133550.0,Married,Bachelor's,Engineer,6269.0
22.0,Female,193534.0,Single,PhD,Teacher,5755.0
59.0,Female,404427.9082545613,Single,Bachelor's,Doctor,4397.0
75.0,Female,242872.0,Single,Master's,CEO,3452.0
68.0,Male,200782.0,Married,PhD,Waiter,26246.0
50.0,Female,260261.0,Single,Bachelor's,Teacher,8743.0
74.0,Male,135649.0,Married,PhD,CEO,8940.0
77.0,Female,404427.9082545613,Single,PhD,Engineer,78254.0
78.0,Female,72303.0,Single,PhD,CEO,6291.0
74.0,Male,44813.0,Single,Bachelor's,Engineer,17538.0
27.0,Male,193540.0,Single,Bachelor's,Doctor,85295.0
51.0,Female,9247.0,Married,Bachelor's,Teacher,3239.0
69.0,Female,170968.0,Married,Master's,Waiter,70331.0
68.0,Female,261804.0,Single,Bachelor's,CEO,9577.0
25.0,Male,25464.0,Married,PhD,Doctor,6887.0
39.0,Male,254954.0,Single,PhD,CEO,3376.0
35.0,Female,6384.0,Married,PhD,Waiter,827.0
50.0,Male,193314.0,Married,Bachelor's,Teacher,81716.0
102.42154354562416,Female,160659.0,Married,Bachelor's,CEO,5165.0
47.0,Male,204923.0,Married,Master's,CEO,1601.0
27.0,Female,90708.0,Married,Master's,CEO,4719.0
25.0,Female,22571.0,Married,Bachelor's,Teacher,5033.0
52.0,Female,40544.0,Married,Master's,Doctor,80690.0
36.0,Female,15410.0,Married,PhD,Waiter,8331.0
49.0,Female,27886.0,Single,Master's,CEO,4755.0
47.0,Female,255171.0,Single,Bachelor's,Engineer,33652.0
31.0,Female,122121.0,Married,Bachelor's,Engineer,8330.0
73.0,Female,145319.0,Single,Bachelor's,CEO,7501.0
41.0,Male,77728.0,Single,PhD,Engineer,1919.0
36.0,Female,24410.0,Married,Bachelor's,Engineer,2040.0
54.0,Male,256104.0,Married,Bachelor's,CEO,7911.0
38.0,Female,87842.0,Married,PhD,Engineer,51766.0
78.0,Female,87920.0,Married,Master's,CEO,8738.0
36.0,Female,15410.0,Married,PhD,Waiter,8331.0
63.0,Female,290619.0,Single,PhD,Engineer,48148.0
40.0,Male,8521.0,Single,Master's,Engineer,6508.0
26.0,Female,156092.0,Single,PhD,Engineer,56230.0
64.0,Male,149503.0,Single,Master's,CEO,7623.0
60.0,Male,286767.0,Single,PhD,Waiter,3655.0
102.42154354562416,Female,168961.0,Single,Bachelor's,CEO,1521.0
27.0,Male,196068.0,Single,Master's,Engineer,77321.0
36.0,Female,247525.0,Single,Bachelor's,Doctor,7924.0
60.0,Female,198329.0,Single,Master's,CEO,2116.0
57.0,Female,274286.0,Single,Master's,Engineer,51790.0
61.0,Male,11212.0,Married,PhD,Engineer,2245.0
53.0,Male,109003.0,Single,Bachelor's,Doctor,83789.0
59.0,Female,138994.0,Single,Bachelor's,Doctor,7769.0
64.0,Female,125707.0,Married,Master's,CEO,1791.0
102.42154354562416,Female,404427.9082545613,Single,Master's,CEO,1779.0
21.0,Female,73409.0,Single,Bachelor's,CEO,8629.0
35.0,Female,271395.0,Single,Master's,CEO,5919.0
19.0,Female,227459.0,Single,Master's,Engineer,8510.0
33.0,Female,161983.0,Married,Master's,CEO,6208.0
44.0,Female,281716.0,Single,PhD,CEO,5464.0
18.0,Female,28728.0,Single,Bachelor's,Engineer,3523.0
69.0,Female,170968.0,Married,Master's,Waiter,70331.0
20.0,Male,25708.0,Single,Master's,Waiter,681.0
102.42154354562416,Female,40207.0,Single,Master's,Teacher,7541.0
69.0,Male,54143.0,Single,PhD,CEO,1441.0
55.0,Female,47256.0,Married,Bachelor's,Waiter,4194.0
24.0,Female,170209.0,Married,PhD,CEO,1280.0
25.0,Female,21097.0,Married,Master's,CEO,3764.0
50.0,Female,228242.0,Single,Bachelor's,CEO,3156.0
51.0,Female,219285.0,Married,Bachelor's,CEO,3694.0
71.0,Female,250539.0,Single,PhD,CEO,3952.0
56.0,Female,133890.0,Single,PhD,CEO,8116.0
57.0,Male,224570.0,Married,Bachelor's,CEO,8088.0
79.0,Female,133393.0,Single,Master's,Teacher,97642.0
44.0,Female,36686.0,Married,Master's,Engineer,4848.0
61.0,Male,11212.0,Married,PhD,Engineer,2245.0
36.0,Female,290072.0,Married,Bachelor's,CEO,3634.0
63.0,Female,121745.0,Single,PhD,Teacher,25902.0
74.0,Female,162965.0,Married,Master's,Engineer,97518.0
27.0,Male,20217.0,Single,PhD,Waiter,806.0
72.0,Male,166720.0,Single,Master's,CEO,8081.0
71.0,Female,48372.0,Single,Bachelor's,Engineer,340.0
58.0,Female,252978.0,Single,Bachelor's,Waiter,5643.0
78.0,Female,269711.0,Single,Master's,Doctor,2127.0
102.42154354562416,Female,243080.0,Married,Master's,CEO,4113.0
102.42154354562416,Male,179060.0,Single,Master's,CEO,4862.0
37.0,Female,243243.0,Married,Master's,CEO,7860.0
23.0,Male,404427.9082545613,Single,Bachelor's,Teacher,61363.0
39.0,Male,175633.0,Single,PhD,CEO,3270.0
66.0,Female,20427.0,Single,Master's,Waiter,7096.0
52.0,Female,285679.0,Married,PhD,Waiter,4882.0
34.0,Female,54275.0,Single,Bachelor's,CEO,7265.0
26.0,Male,60347.0,Single,Master's,Doctor,8240.0
19.0,Female,404427.9082545613,Single,Bachelor's,CEO,1232.0
61.0,Female,199359.0,Single,Bachelor's,Engineer,89675.0
49.0,Female,181825.0,Single,PhD,CEO,8419.0
60.0,Female,170819.0,Married,PhD,Waiter,3238.0
41.0,Male,77728.0,Single,PhD,Engineer,1919.0
78.0,Female,49080.0,Married,Master's,CEO,1906.0
76.0,Female,144768.0,Single,Bachelor's,Engineer,33138.0
53.0,Male,145315.0,Married,PhD,Teacher,5619.0
63.0,Female,192707.0,Single,Bachelor's,Engineer,95818.0
30.0,Female,23520.0,Married,Bachelor's,Waiter,6977.0
52.0,Male,203154.0,Married,Bachelor's,CEO,3630.0
57.0,Female,179670.0,Single,Master's,Doctor,9753.0
65.0,Female,42274.0,Single,Bachelor's,Teacher,9559.0
25.0,Male,25464.0,Married,PhD,Doctor,6887.0
21.0,Female,122670.0,Single,Master's,CEO,7485.0
72.0,Female,149077.0,Single,Master's,CEO,6740.0
39.0,Female,25481.0,Single,Bachelor's,Engineer,98216.0
42.0,Female,237583.0,Single,Master's,CEO,3399.0
39.0,Female,25481.0,Single,Bachelor's,Engineer,98216.0
37.0,Female,11511.0,Single,Bachelor's,Teacher,2604.0
31.0,Female,89475.0,Single,Master's,Teacher,47537.0
56.0,Male,121540.0,Married,PhD,Teacher,7916.0
26.0,Female,27675.0,Single,PhD,Teacher,51783.0
70.0,Male,267103.0,Married,Master's,Doctor,2481.0
44.0,Female,33356.0,Married,PhD,Doctor,7215.0
56.0,Male,11406.0,Single,Master's,Doctor,387.0
48.0,Female,93850.0,Married,Master's,CEO,6286.0
30.0,Female,145649.0,Single,PhD,Teacher,2807.0
29.0,Male,148431.0,Single,Bachelor's,Waiter,11688.0
52.0,Female,285679.0,Married,PhD,Waiter,4882.0
34.0,Female,243721.0,Single,Bachelor's,Waiter,4620.0
63.0,Female,27174.0,Married,PhD,Waiter,2768.0
42.0,Female,297011.0,Single,Master's,CEO,5435.0
